filename,path,source,city,grid,split,data_type,terrain
DC_64_40_RGB.h5,data\GAMUS\images\test\DC_64_40_RGB.h5,GAMUS,DC,64_40,test,images,government_urban
DC_64_43_RGB.h5,data\GAMUS\images\test\DC_64_43_RGB.h5,GAMUS,DC,64_43,test,images,government_urban
DC_65_40_RGB.h5,data\GAMUS\images\test\DC_65_40_RGB.h5,GAMUS,DC,65_40,test,images,government_urban
DC_65_45_RGB.h5,data\GAMUS\images\test\DC_65_45_RGB.h5,GAMUS,DC,65_45,test,images,government_urban
DC_66_31_RGB.h5,data\GAMUS\images\test\DC_66_31_RGB.h5,GAMUS,DC,66_31,test,images,government_urban
DC_67_45_RGB.h5,data\GAMUS\images\test\DC_67_45_RGB.h5,GAMUS,DC,67_45,test,images,government_urban
DC_68_34_RGB.h5,data\GAMUS\images\test\DC_68_34_RGB.h5,GAMUS,DC,68_34,test,images,government_urban
DC_68_40_RGB.h5,data\GAMUS\images\test\DC_68_40_RGB.h5,GAMUS,DC,68_40,test,images,government_urban
DC_69_37_RGB.h5,data\GAMUS\images\test\DC_69_37_RGB.h5,GAMUS,DC,69_37,test,images,government_urban
DC_70_32_RGB.h5,data\GAMUS\images\test\DC_70_32_RGB.h5,GAMUS,DC,70_32,test,images,government_urban
DC_70_36_RGB.h5,data\GAMUS\images\test\DC_70_36_RGB.h5,GAMUS,DC,70_36,test,images,government_urban
DC_70_40_RGB.h5,data\GAMUS\images\test\DC_70_40_RGB.h5,GAMUS,DC,70_40,test,images,government_urban
DC_72_37_RGB.h5,data\GAMUS\images\test\DC_72_37_RGB.h5,GAMUS,DC,72_37,test,images,government_urban
DC_72_39_RGB.h5,data\GAMUS\images\test\DC_72_39_RGB.h5,GAMUS,DC,72_39,test,images,government_urban
DC_73_38_RGB.h5,data\GAMUS\images\test\DC_73_38_RGB.h5,GAMUS,DC,73_38,test,images,government_urban
DC_74_33_RGB.h5,data\GAMUS\images\test\DC_74_33_RGB.h5,GAMUS,DC,74_33,test,images,government_urban
DC_01_25_AGL.h5,data\GAMUS\heights\train\DC_01_25_AGL.h5,GAMUS,DC,01_25,train,heights,government_urban
DC_02_24_AGL.h5,data\GAMUS\heights\train\DC_02_24_AGL.h5,GAMUS,DC,02_24,train,heights,government_urban
DC_02_25_AGL.h5,data\GAMUS\heights\train\DC_02_25_AGL.h5,GAMUS,DC,02_25,train,heights,government_urban
DC_02_27_AGL.h5,data\GAMUS\heights\train\DC_02_27_AGL.h5,GAMUS,DC,02_27,train,heights,government_urban
DC_03_23_AGL.h5,data\GAMUS\heights\train\DC_03_23_AGL.h5,GAMUS,DC,03_23,train,heights,government_urban
DC_03_24_AGL.h5,data\GAMUS\heights\train\DC_03_24_AGL.h5,GAMUS,DC,03_24,train,heights,government_urban
DC_03_25_AGL.h5,data\GAMUS\heights\train\DC_03_25_AGL.h5,GAMUS,DC,03_25,train,heights,government_urban
DC_03_27_AGL.h5,data\GAMUS\heights\train\DC_03_27_AGL.h5,GAMUS,DC,03_27,train,heights,government_urban
DC_03_28_AGL.h5,data\GAMUS\heights\train\DC_03_28_AGL.h5,GAMUS,DC,03_28,train,heights,government_urban
DC_04_24_AGL.h5,data\GAMUS\heights\train\DC_04_24_AGL.h5,GAMUS,DC,04_24,train,heights,government_urban
DC_04_25_AGL.h5,data\GAMUS\heights\train\DC_04_25_AGL.h5,GAMUS,DC,04_25,train,heights,government_urban
DC_04_26_AGL.h5,data\GAMUS\heights\train\DC_04_26_AGL.h5,GAMUS,DC,04_26,train,heights,government_urban
DC_04_28_AGL.h5,data\GAMUS\heights\train\DC_04_28_AGL.h5,GAMUS,DC,04_28,train,heights,government_urban
DC_05_20_AGL.h5,data\GAMUS\heights\train\DC_05_20_AGL.h5,GAMUS,DC,05_20,train,heights,government_urban
DC_05_21_AGL.h5,data\GAMUS\heights\train\DC_05_21_AGL.h5,GAMUS,DC,05_21,train,heights,government_urban
DC_05_26_AGL.h5,data\GAMUS\heights\train\DC_05_26_AGL.h5,GAMUS,DC,05_26,train,heights,government_urban
DC_05_27_AGL.h5,data\GAMUS\heights\train\DC_05_27_AGL.h5,GAMUS,DC,05_27,train,heights,government_urban
DC_05_29_AGL.h5,data\GAMUS\heights\train\DC_05_29_AGL.h5,GAMUS,DC,05_29,train,heights,government_urban
DC_06_20_AGL.h5,data\GAMUS\heights\train\DC_06_20_AGL.h5,GAMUS,DC,06_20,train,heights,government_urban
DC_06_21_AGL.h5,data\GAMUS\heights\train\DC_06_21_AGL.h5,GAMUS,DC,06_21,train,heights,government_urban
DC_06_26_AGL.h5,data\GAMUS\heights\train\DC_06_26_AGL.h5,GAMUS,DC,06_26,train,heights,government_urban
DC_06_27_AGL.h5,data\GAMUS\heights\train\DC_06_27_AGL.h5,GAMUS,DC,06_27,train,heights,government_urban
DC_06_28_AGL.h5,data\GAMUS\heights\train\DC_06_28_AGL.h5,GAMUS,DC,06_28,train,heights,government_urban
DC_06_29_AGL.h5,data\GAMUS\heights\train\DC_06_29_AGL.h5,GAMUS,DC,06_29,train,heights,government_urban
DC_06_30_AGL.h5,data\GAMUS\heights\train\DC_06_30_AGL.h5,GAMUS,DC,06_30,train,heights,government_urban
DC_06_31_AGL.h5,data\GAMUS\heights\train\DC_06_31_AGL.h5,GAMUS,DC,06_31,train,heights,government_urban
DC_07_19_AGL.h5,data\GAMUS\heights\train\DC_07_19_AGL.h5,GAMUS,DC,07_19,train,heights,government_urban
DC_07_20_AGL.h5,data\GAMUS\heights\train\DC_07_20_AGL.h5,GAMUS,DC,07_20,train,heights,government_urban
DC_07_27_AGL.h5,data\GAMUS\heights\train\DC_07_27_AGL.h5,GAMUS,DC,07_27,train,heights,government_urban
DC_07_28_AGL.h5,data\GAMUS\heights\train\DC_07_28_AGL.h5,GAMUS,DC,07_28,train,heights,government_urban
DC_07_30_AGL.h5,data\GAMUS\heights\train\DC_07_30_AGL.h5,GAMUS,DC,07_30,train,heights,government_urban
DC_07_31_AGL.h5,data\GAMUS\heights\train\DC_07_31_AGL.h5,GAMUS,DC,07_31,train,heights,government_urban
DC_08_17_AGL.h5,data\GAMUS\heights\train\DC_08_17_AGL.h5,GAMUS,DC,08_17,train,heights,government_urban
DC_08_18_AGL.h5,data\GAMUS\heights\train\DC_08_18_AGL.h5,GAMUS,DC,08_18,train,heights,government_urban
DC_08_19_AGL.h5,data\GAMUS\heights\train\DC_08_19_AGL.h5,GAMUS,DC,08_19,train,heights,government_urban
DC_08_20_AGL.h5,data\GAMUS\heights\train\DC_08_20_AGL.h5,GAMUS,DC,08_20,train,heights,government_urban
DC_08_21_AGL.h5,data\GAMUS\heights\train\DC_08_21_AGL.h5,GAMUS,DC,08_21,train,heights,government_urban
DC_08_28_AGL.h5,data\GAMUS\heights\train\DC_08_28_AGL.h5,GAMUS,DC,08_28,train,heights,government_urban
DC_08_29_AGL.h5,data\GAMUS\heights\train\DC_08_29_AGL.h5,GAMUS,DC,08_29,train,heights,government_urban
DC_08_30_AGL.h5,data\GAMUS\heights\train\DC_08_30_AGL.h5,GAMUS,DC,08_30,train,heights,government_urban
DC_08_32_AGL.h5,data\GAMUS\heights\train\DC_08_32_AGL.h5,GAMUS,DC,08_32,train,heights,government_urban
DC_09_17_AGL.h5,data\GAMUS\heights\train\DC_09_17_AGL.h5,GAMUS,DC,09_17,train,heights,government_urban
DC_09_19_AGL.h5,data\GAMUS\heights\train\DC_09_19_AGL.h5,GAMUS,DC,09_19,train,heights,government_urban
DC_09_20_AGL.h5,data\GAMUS\heights\train\DC_09_20_AGL.h5,GAMUS,DC,09_20,train,heights,government_urban
DC_09_21_AGL.h5,data\GAMUS\heights\train\DC_09_21_AGL.h5,GAMUS,DC,09_21,train,heights,government_urban
DC_09_27_AGL.h5,data\GAMUS\heights\train\DC_09_27_AGL.h5,GAMUS,DC,09_27,train,heights,government_urban
DC_09_28_AGL.h5,data\GAMUS\heights\train\DC_09_28_AGL.h5,GAMUS,DC,09_28,train,heights,government_urban
DC_09_30_AGL.h5,data\GAMUS\heights\train\DC_09_30_AGL.h5,GAMUS,DC,09_30,train,heights,government_urban
DC_09_31_AGL.h5,data\GAMUS\heights\train\DC_09_31_AGL.h5,GAMUS,DC,09_31,train,heights,government_urban
DC_10_16_AGL.h5,data\GAMUS\heights\train\DC_10_16_AGL.h5,GAMUS,DC,10_16,train,heights,government_urban
DC_10_17_AGL.h5,data\GAMUS\heights\train\DC_10_17_AGL.h5,GAMUS,DC,10_17,train,heights,government_urban
DC_10_18_AGL.h5,data\GAMUS\heights\train\DC_10_18_AGL.h5,GAMUS,DC,10_18,train,heights,government_urban
DC_10_19_AGL.h5,data\GAMUS\heights\train\DC_10_19_AGL.h5,GAMUS,DC,10_19,train,heights,government_urban
DC_10_21_AGL.h5,data\GAMUS\heights\train\DC_10_21_AGL.h5,GAMUS,DC,10_21,train,heights,government_urban
DC_10_27_AGL.h5,data\GAMUS\heights\train\DC_10_27_AGL.h5,GAMUS,DC,10_27,train,heights,government_urban
DC_10_28_AGL.h5,data\GAMUS\heights\train\DC_10_28_AGL.h5,GAMUS,DC,10_28,train,heights,government_urban
DC_10_31_AGL.h5,data\GAMUS\heights\train\DC_10_31_AGL.h5,GAMUS,DC,10_31,train,heights,government_urban
DC_10_32_AGL.h5,data\GAMUS\heights\train\DC_10_32_AGL.h5,GAMUS,DC,10_32,train,heights,government_urban
DC_10_33_AGL.h5,data\GAMUS\heights\train\DC_10_33_AGL.h5,GAMUS,DC,10_33,train,heights,government_urban
DC_10_34_AGL.h5,data\GAMUS\heights\train\DC_10_34_AGL.h5,GAMUS,DC,10_34,train,heights,government_urban
DC_11_17_AGL.h5,data\GAMUS\heights\train\DC_11_17_AGL.h5,GAMUS,DC,11_17,train,heights,government_urban
DC_11_18_AGL.h5,data\GAMUS\heights\train\DC_11_18_AGL.h5,GAMUS,DC,11_18,train,heights,government_urban
DC_11_20_AGL.h5,data\GAMUS\heights\train\DC_11_20_AGL.h5,GAMUS,DC,11_20,train,heights,government_urban
DC_11_21_AGL.h5,data\GAMUS\heights\train\DC_11_21_AGL.h5,GAMUS,DC,11_21,train,heights,government_urban
DC_11_27_AGL.h5,data\GAMUS\heights\train\DC_11_27_AGL.h5,GAMUS,DC,11_27,train,heights,government_urban
DC_11_28_AGL.h5,data\GAMUS\heights\train\DC_11_28_AGL.h5,GAMUS,DC,11_28,train,heights,government_urban
DC_11_29_AGL.h5,data\GAMUS\heights\train\DC_11_29_AGL.h5,GAMUS,DC,11_29,train,heights,government_urban
DC_11_30_AGL.h5,data\GAMUS\heights\train\DC_11_30_AGL.h5,GAMUS,DC,11_30,train,heights,government_urban
DC_11_35_AGL.h5,data\GAMUS\heights\train\DC_11_35_AGL.h5,GAMUS,DC,11_35,train,heights,government_urban
DC_12_14_AGL.h5,data\GAMUS\heights\train\DC_12_14_AGL.h5,GAMUS,DC,12_14,train,heights,government_urban
DC_12_16_AGL.h5,data\GAMUS\heights\train\DC_12_16_AGL.h5,GAMUS,DC,12_16,train,heights,government_urban
DC_12_18_AGL.h5,data\GAMUS\heights\train\DC_12_18_AGL.h5,GAMUS,DC,12_18,train,heights,government_urban
DC_12_19_AGL.h5,data\GAMUS\heights\train\DC_12_19_AGL.h5,GAMUS,DC,12_19,train,heights,government_urban
DC_12_21_AGL.h5,data\GAMUS\heights\train\DC_12_21_AGL.h5,GAMUS,DC,12_21,train,heights,government_urban
DC_12_25_AGL.h5,data\GAMUS\heights\train\DC_12_25_AGL.h5,GAMUS,DC,12_25,train,heights,government_urban
DC_12_26_AGL.h5,data\GAMUS\heights\train\DC_12_26_AGL.h5,GAMUS,DC,12_26,train,heights,government_urban
DC_12_28_AGL.h5,data\GAMUS\heights\train\DC_12_28_AGL.h5,GAMUS,DC,12_28,train,heights,government_urban
DC_12_29_AGL.h5,data\GAMUS\heights\train\DC_12_29_AGL.h5,GAMUS,DC,12_29,train,heights,government_urban
DC_12_30_AGL.h5,data\GAMUS\heights\train\DC_12_30_AGL.h5,GAMUS,DC,12_30,train,heights,government_urban
DC_12_31_AGL.h5,data\GAMUS\heights\train\DC_12_31_AGL.h5,GAMUS,DC,12_31,train,heights,government_urban
DC_12_32_AGL.h5,data\GAMUS\heights\train\DC_12_32_AGL.h5,GAMUS,DC,12_32,train,heights,government_urban
DC_12_33_AGL.h5,data\GAMUS\heights\train\DC_12_33_AGL.h5,GAMUS,DC,12_33,train,heights,government_urban
DC_12_36_AGL.h5,data\GAMUS\heights\train\DC_12_36_AGL.h5,GAMUS,DC,12_36,train,heights,government_urban
DC_12_37_AGL.h5,data\GAMUS\heights\train\DC_12_37_AGL.h5,GAMUS,DC,12_37,train,heights,government_urban
DC_13_13_AGL.h5,data\GAMUS\heights\train\DC_13_13_AGL.h5,GAMUS,DC,13_13,train,heights,government_urban
DC_13_16_AGL.h5,data\GAMUS\heights\train\DC_13_16_AGL.h5,GAMUS,DC,13_16,train,heights,government_urban
DC_13_18_AGL.h5,data\GAMUS\heights\train\DC_13_18_AGL.h5,GAMUS,DC,13_18,train,heights,government_urban
DC_13_20_AGL.h5,data\GAMUS\heights\train\DC_13_20_AGL.h5,GAMUS,DC,13_20,train,heights,government_urban
DC_13_23_AGL.h5,data\GAMUS\heights\train\DC_13_23_AGL.h5,GAMUS,DC,13_23,train,heights,government_urban
DC_13_24_AGL.h5,data\GAMUS\heights\train\DC_13_24_AGL.h5,GAMUS,DC,13_24,train,heights,government_urban
DC_13_26_AGL.h5,data\GAMUS\heights\train\DC_13_26_AGL.h5,GAMUS,DC,13_26,train,heights,government_urban
DC_13_27_AGL.h5,data\GAMUS\heights\train\DC_13_27_AGL.h5,GAMUS,DC,13_27,train,heights,government_urban
DC_13_29_AGL.h5,data\GAMUS\heights\train\DC_13_29_AGL.h5,GAMUS,DC,13_29,train,heights,government_urban
DC_13_30_AGL.h5,data\GAMUS\heights\train\DC_13_30_AGL.h5,GAMUS,DC,13_30,train,heights,government_urban
DC_13_31_AGL.h5,data\GAMUS\heights\train\DC_13_31_AGL.h5,GAMUS,DC,13_31,train,heights,government_urban
DC_13_32_AGL.h5,data\GAMUS\heights\train\DC_13_32_AGL.h5,GAMUS,DC,13_32,train,heights,government_urban
DC_13_36_AGL.h5,data\GAMUS\heights\train\DC_13_36_AGL.h5,GAMUS,DC,13_36,train,heights,government_urban
DC_13_37_AGL.h5,data\GAMUS\heights\train\DC_13_37_AGL.h5,GAMUS,DC,13_37,train,heights,government_urban
DC_14_12_AGL.h5,data\GAMUS\heights\train\DC_14_12_AGL.h5,GAMUS,DC,14_12,train,heights,government_urban
DC_14_13_AGL.h5,data\GAMUS\heights\train\DC_14_13_AGL.h5,GAMUS,DC,14_13,train,heights,government_urban
DC_14_14_AGL.h5,data\GAMUS\heights\train\DC_14_14_AGL.h5,GAMUS,DC,14_14,train,heights,government_urban
DC_14_15_AGL.h5,data\GAMUS\heights\train\DC_14_15_AGL.h5,GAMUS,DC,14_15,train,heights,government_urban
DC_14_16_AGL.h5,data\GAMUS\heights\train\DC_14_16_AGL.h5,GAMUS,DC,14_16,train,heights,government_urban
DC_14_17_AGL.h5,data\GAMUS\heights\train\DC_14_17_AGL.h5,GAMUS,DC,14_17,train,heights,government_urban
DC_14_18_AGL.h5,data\GAMUS\heights\train\DC_14_18_AGL.h5,GAMUS,DC,14_18,train,heights,government_urban
DC_14_19_AGL.h5,data\GAMUS\heights\train\DC_14_19_AGL.h5,GAMUS,DC,14_19,train,heights,government_urban
DC_14_20_AGL.h5,data\GAMUS\heights\train\DC_14_20_AGL.h5,GAMUS,DC,14_20,train,heights,government_urban
DC_14_25_AGL.h5,data\GAMUS\heights\train\DC_14_25_AGL.h5,GAMUS,DC,14_25,train,heights,government_urban
DC_14_26_AGL.h5,data\GAMUS\heights\train\DC_14_26_AGL.h5,GAMUS,DC,14_26,train,heights,government_urban
DC_14_27_AGL.h5,data\GAMUS\heights\train\DC_14_27_AGL.h5,GAMUS,DC,14_27,train,heights,government_urban
DC_14_29_AGL.h5,data\GAMUS\heights\train\DC_14_29_AGL.h5,GAMUS,DC,14_29,train,heights,government_urban
DC_14_30_AGL.h5,data\GAMUS\heights\train\DC_14_30_AGL.h5,GAMUS,DC,14_30,train,heights,government_urban
DC_14_31_AGL.h5,data\GAMUS\heights\train\DC_14_31_AGL.h5,GAMUS,DC,14_31,train,heights,government_urban
DC_14_33_AGL.h5,data\GAMUS\heights\train\DC_14_33_AGL.h5,GAMUS,DC,14_33,train,heights,government_urban
DC_14_34_AGL.h5,data\GAMUS\heights\train\DC_14_34_AGL.h5,GAMUS,DC,14_34,train,heights,government_urban
DC_14_37_AGL.h5,data\GAMUS\heights\train\DC_14_37_AGL.h5,GAMUS,DC,14_37,train,heights,government_urban
DC_14_38_AGL.h5,data\GAMUS\heights\train\DC_14_38_AGL.h5,GAMUS,DC,14_38,train,heights,government_urban
DC_15_11_AGL.h5,data\GAMUS\heights\train\DC_15_11_AGL.h5,GAMUS,DC,15_11,train,heights,government_urban
DC_15_12_AGL.h5,data\GAMUS\heights\train\DC_15_12_AGL.h5,GAMUS,DC,15_12,train,heights,government_urban
DC_15_14_AGL.h5,data\GAMUS\heights\train\DC_15_14_AGL.h5,GAMUS,DC,15_14,train,heights,government_urban
DC_15_16_AGL.h5,data\GAMUS\heights\train\DC_15_16_AGL.h5,GAMUS,DC,15_16,train,heights,government_urban
DC_15_18_AGL.h5,data\GAMUS\heights\train\DC_15_18_AGL.h5,GAMUS,DC,15_18,train,heights,government_urban
DC_15_19_AGL.h5,data\GAMUS\heights\train\DC_15_19_AGL.h5,GAMUS,DC,15_19,train,heights,government_urban
DC_15_21_AGL.h5,data\GAMUS\heights\train\DC_15_21_AGL.h5,GAMUS,DC,15_21,train,heights,government_urban
DC_15_22_AGL.h5,data\GAMUS\heights\train\DC_15_22_AGL.h5,GAMUS,DC,15_22,train,heights,government_urban
DC_15_24_AGL.h5,data\GAMUS\heights\train\DC_15_24_AGL.h5,GAMUS,DC,15_24,train,heights,government_urban
DC_15_25_AGL.h5,data\GAMUS\heights\train\DC_15_25_AGL.h5,GAMUS,DC,15_25,train,heights,government_urban
DC_15_26_AGL.h5,data\GAMUS\heights\train\DC_15_26_AGL.h5,GAMUS,DC,15_26,train,heights,government_urban
DC_15_28_AGL.h5,data\GAMUS\heights\train\DC_15_28_AGL.h5,GAMUS,DC,15_28,train,heights,government_urban
DC_15_29_AGL.h5,data\GAMUS\heights\train\DC_15_29_AGL.h5,GAMUS,DC,15_29,train,heights,government_urban
DC_15_30_AGL.h5,data\GAMUS\heights\train\DC_15_30_AGL.h5,GAMUS,DC,15_30,train,heights,government_urban
DC_15_31_AGL.h5,data\GAMUS\heights\train\DC_15_31_AGL.h5,GAMUS,DC,15_31,train,heights,government_urban
DC_15_32_AGL.h5,data\GAMUS\heights\train\DC_15_32_AGL.h5,GAMUS,DC,15_32,train,heights,government_urban
DC_15_33_AGL.h5,data\GAMUS\heights\train\DC_15_33_AGL.h5,GAMUS,DC,15_33,train,heights,government_urban
DC_15_34_AGL.h5,data\GAMUS\heights\train\DC_15_34_AGL.h5,GAMUS,DC,15_34,train,heights,government_urban
DC_15_35_AGL.h5,data\GAMUS\heights\train\DC_15_35_AGL.h5,GAMUS,DC,15_35,train,heights,government_urban
DC_15_36_AGL.h5,data\GAMUS\heights\train\DC_15_36_AGL.h5,GAMUS,DC,15_36,train,heights,government_urban
DC_15_37_AGL.h5,data\GAMUS\heights\train\DC_15_37_AGL.h5,GAMUS,DC,15_37,train,heights,government_urban
DC_15_38_AGL.h5,data\GAMUS\heights\train\DC_15_38_AGL.h5,GAMUS,DC,15_38,train,heights,government_urban
DC_16_10_AGL.h5,data\GAMUS\heights\train\DC_16_10_AGL.h5,GAMUS,DC,16_10,train,heights,government_urban
DC_16_11_AGL.h5,data\GAMUS\heights\train\DC_16_11_AGL.h5,GAMUS,DC,16_11,train,heights,government_urban
DC_16_12_AGL.h5,data\GAMUS\heights\train\DC_16_12_AGL.h5,GAMUS,DC,16_12,train,heights,government_urban
DC_16_17_AGL.h5,data\GAMUS\heights\train\DC_16_17_AGL.h5,GAMUS,DC,16_17,train,heights,government_urban
DC_16_19_AGL.h5,data\GAMUS\heights\train\DC_16_19_AGL.h5,GAMUS,DC,16_19,train,heights,government_urban
DC_16_20_AGL.h5,data\GAMUS\heights\train\DC_16_20_AGL.h5,GAMUS,DC,16_20,train,heights,government_urban
DC_16_22_AGL.h5,data\GAMUS\heights\train\DC_16_22_AGL.h5,GAMUS,DC,16_22,train,heights,government_urban
DC_16_25_AGL.h5,data\GAMUS\heights\train\DC_16_25_AGL.h5,GAMUS,DC,16_25,train,heights,government_urban
DC_16_26_AGL.h5,data\GAMUS\heights\train\DC_16_26_AGL.h5,GAMUS,DC,16_26,train,heights,government_urban
DC_16_29_AGL.h5,data\GAMUS\heights\train\DC_16_29_AGL.h5,GAMUS,DC,16_29,train,heights,government_urban
DC_16_30_AGL.h5,data\GAMUS\heights\train\DC_16_30_AGL.h5,GAMUS,DC,16_30,train,heights,government_urban
DC_16_31_AGL.h5,data\GAMUS\heights\train\DC_16_31_AGL.h5,GAMUS,DC,16_31,train,heights,government_urban
DC_16_32_AGL.h5,data\GAMUS\heights\train\DC_16_32_AGL.h5,GAMUS,DC,16_32,train,heights,government_urban
DC_16_34_AGL.h5,data\GAMUS\heights\train\DC_16_34_AGL.h5,GAMUS,DC,16_34,train,heights,government_urban
DC_16_35_AGL.h5,data\GAMUS\heights\train\DC_16_35_AGL.h5,GAMUS,DC,16_35,train,heights,government_urban
DC_16_36_AGL.h5,data\GAMUS\heights\train\DC_16_36_AGL.h5,GAMUS,DC,16_36,train,heights,government_urban
DC_16_39_AGL.h5,data\GAMUS\heights\train\DC_16_39_AGL.h5,GAMUS,DC,16_39,train,heights,government_urban
DC_16_40_AGL.h5,data\GAMUS\heights\train\DC_16_40_AGL.h5,GAMUS,DC,16_40,train,heights,government_urban
DC_17_09_AGL.h5,data\GAMUS\heights\train\DC_17_09_AGL.h5,GAMUS,DC,17_09,train,heights,government_urban
DC_17_10_AGL.h5,data\GAMUS\heights\train\DC_17_10_AGL.h5,GAMUS,DC,17_10,train,heights,government_urban
DC_17_13_AGL.h5,data\GAMUS\heights\train\DC_17_13_AGL.h5,GAMUS,DC,17_13,train,heights,government_urban
DC_17_14_AGL.h5,data\GAMUS\heights\train\DC_17_14_AGL.h5,GAMUS,DC,17_14,train,heights,government_urban
DC_17_16_AGL.h5,data\GAMUS\heights\train\DC_17_16_AGL.h5,GAMUS,DC,17_16,train,heights,government_urban
DC_17_17_AGL.h5,data\GAMUS\heights\train\DC_17_17_AGL.h5,GAMUS,DC,17_17,train,heights,government_urban
DC_17_18_AGL.h5,data\GAMUS\heights\train\DC_17_18_AGL.h5,GAMUS,DC,17_18,train,heights,government_urban
DC_17_21_AGL.h5,data\GAMUS\heights\train\DC_17_21_AGL.h5,GAMUS,DC,17_21,train,heights,government_urban
DC_17_22_AGL.h5,data\GAMUS\heights\train\DC_17_22_AGL.h5,GAMUS,DC,17_22,train,heights,government_urban
DC_17_23_AGL.h5,data\GAMUS\heights\train\DC_17_23_AGL.h5,GAMUS,DC,17_23,train,heights,government_urban
DC_17_24_AGL.h5,data\GAMUS\heights\train\DC_17_24_AGL.h5,GAMUS,DC,17_24,train,heights,government_urban
DC_17_26_AGL.h5,data\GAMUS\heights\train\DC_17_26_AGL.h5,GAMUS,DC,17_26,train,heights,government_urban
DC_17_27_AGL.h5,data\GAMUS\heights\train\DC_17_27_AGL.h5,GAMUS,DC,17_27,train,heights,government_urban
DC_17_28_AGL.h5,data\GAMUS\heights\train\DC_17_28_AGL.h5,GAMUS,DC,17_28,train,heights,government_urban
DC_17_30_AGL.h5,data\GAMUS\heights\train\DC_17_30_AGL.h5,GAMUS,DC,17_30,train,heights,government_urban
DC_17_31_AGL.h5,data\GAMUS\heights\train\DC_17_31_AGL.h5,GAMUS,DC,17_31,train,heights,government_urban
DC_17_32_AGL.h5,data\GAMUS\heights\train\DC_17_32_AGL.h5,GAMUS,DC,17_32,train,heights,government_urban
DC_17_33_AGL.h5,data\GAMUS\heights\train\DC_17_33_AGL.h5,GAMUS,DC,17_33,train,heights,government_urban
DC_17_34_AGL.h5,data\GAMUS\heights\train\DC_17_34_AGL.h5,GAMUS,DC,17_34,train,heights,government_urban
DC_17_35_AGL.h5,data\GAMUS\heights\train\DC_17_35_AGL.h5,GAMUS,DC,17_35,train,heights,government_urban
DC_17_39_AGL.h5,data\GAMUS\heights\train\DC_17_39_AGL.h5,GAMUS,DC,17_39,train,heights,government_urban
DC_17_40_AGL.h5,data\GAMUS\heights\train\DC_17_40_AGL.h5,GAMUS,DC,17_40,train,heights,government_urban
DC_17_41_AGL.h5,data\GAMUS\heights\train\DC_17_41_AGL.h5,GAMUS,DC,17_41,train,heights,government_urban
DC_18_08_AGL.h5,data\GAMUS\heights\train\DC_18_08_AGL.h5,GAMUS,DC,18_08,train,heights,government_urban
DC_18_10_AGL.h5,data\GAMUS\heights\train\DC_18_10_AGL.h5,GAMUS,DC,18_10,train,heights,government_urban
DC_18_11_AGL.h5,data\GAMUS\heights\train\DC_18_11_AGL.h5,GAMUS,DC,18_11,train,heights,government_urban
DC_18_12_AGL.h5,data\GAMUS\heights\train\DC_18_12_AGL.h5,GAMUS,DC,18_12,train,heights,government_urban
DC_18_14_AGL.h5,data\GAMUS\heights\train\DC_18_14_AGL.h5,GAMUS,DC,18_14,train,heights,government_urban
DC_18_15_AGL.h5,data\GAMUS\heights\train\DC_18_15_AGL.h5,GAMUS,DC,18_15,train,heights,government_urban
DC_18_16_AGL.h5,data\GAMUS\heights\train\DC_18_16_AGL.h5,GAMUS,DC,18_16,train,heights,government_urban
DC_18_18_AGL.h5,data\GAMUS\heights\train\DC_18_18_AGL.h5,GAMUS,DC,18_18,train,heights,government_urban
DC_18_19_AGL.h5,data\GAMUS\heights\train\DC_18_19_AGL.h5,GAMUS,DC,18_19,train,heights,government_urban
DC_18_21_AGL.h5,data\GAMUS\heights\train\DC_18_21_AGL.h5,GAMUS,DC,18_21,train,heights,government_urban
DC_18_22_AGL.h5,data\GAMUS\heights\train\DC_18_22_AGL.h5,GAMUS,DC,18_22,train,heights,government_urban
DC_18_25_AGL.h5,data\GAMUS\heights\train\DC_18_25_AGL.h5,GAMUS,DC,18_25,train,heights,government_urban
DC_18_26_AGL.h5,data\GAMUS\heights\train\DC_18_26_AGL.h5,GAMUS,DC,18_26,train,heights,government_urban
DC_18_27_AGL.h5,data\GAMUS\heights\train\DC_18_27_AGL.h5,GAMUS,DC,18_27,train,heights,government_urban
DC_18_30_AGL.h5,data\GAMUS\heights\train\DC_18_30_AGL.h5,GAMUS,DC,18_30,train,heights,government_urban
DC_18_31_AGL.h5,data\GAMUS\heights\train\DC_18_31_AGL.h5,GAMUS,DC,18_31,train,heights,government_urban
DC_18_32_AGL.h5,data\GAMUS\heights\train\DC_18_32_AGL.h5,GAMUS,DC,18_32,train,heights,government_urban
DC_18_33_AGL.h5,data\GAMUS\heights\train\DC_18_33_AGL.h5,GAMUS,DC,18_33,train,heights,government_urban
DC_18_34_AGL.h5,data\GAMUS\heights\train\DC_18_34_AGL.h5,GAMUS,DC,18_34,train,heights,government_urban
DC_18_35_AGL.h5,data\GAMUS\heights\train\DC_18_35_AGL.h5,GAMUS,DC,18_35,train,heights,government_urban
DC_18_37_AGL.h5,data\GAMUS\heights\train\DC_18_37_AGL.h5,GAMUS,DC,18_37,train,heights,government_urban
DC_18_38_AGL.h5,data\GAMUS\heights\train\DC_18_38_AGL.h5,GAMUS,DC,18_38,train,heights,government_urban
